POprc559_1:1	okay	RE(RE)	okay
POprc559_2:614	norway	NP(NP)	norway
POprc559_2:615	en-	XX(XX)	
POprc559_2:616	er	UH(UH)	er
POprc559_2:617	energy	NN(NN)	energy
POprc559_2:618	community	NN(NN)	community
POprc559_2:619	and	CC(CC)	and
POprc559_2:620	some	DT(DT)	some
POprc559_2:621	other	JJ(JJ)	other
POprc559_2:622	issues	NNS(NNS)	issue
POprc559_2:623	that	PRE(PRE)	that
POprc559_2:624	are	VBP(VBP)	be
POprc559_2:625	_0	PA(PA)	
POprc559_2:626	from	IN(IN)	from
POprc559_2:627	mutual	JJ(JJ)	mutual
POprc559_2:628	interest	NN(NN)	interest
POprc559_2:629	_0	PA(PA)	
POprc559_2:630	hh	BR(BR)	
POprc559_2:631	and	CC(CC)	and
POprc559_2:632	_0	PA(PA)	
POprc559_2:633	to	TO(TO)	to
POprc559_2:634	strengthen	VV(VV)	strengthen
POprc559_2:635	the	DT(DT)	the
POprc559_2:636	dialogue	NN(NN)	dialogue
POprc559_2:637	_0	PA(PA)	
POprc559_2:638	not	RB(RB)	not
POprc559_2:639	to	TO(TO)	to
POprc559_2:640	make	VV(VV)	make
POprc559_2:641	only	RB(RB)	only
POprc559_2:642	political	JJ(JJ)	political
POprc559_2:643	_0	PA(PA)	
POprc559_2:644	er	UH(UH)	er
POprc559_2:645	we	PP(PP)	we
POprc559_2:646	have	VHP(VHP)	have
POprc559_2:647	decided	VVN(VVN)	decide
POprc559_2:648	with	IN(IN)	with
POprc559_2:649	minister	NN(NN)	minister
POprc559_2:650	xx	UNI(UNI)	
POprc559_2:651	on	IN(IN)	on
POprc559_2:652	er	UH(UH)	er
POprc559_2:653	in	IN(IN)	in
POprc559_2:654	er	UH(UH)	er
POprc559_2:655	_0	PA(PA)	
POprc559_2:656	er	UH(UH)	er
POprc559_2:657	_0	PA(PA)	
POprc559_2:658	it	PP(PP)	it
POprc559_2:659	was	VBD(VBD)	be
POprc559_2:660	_0	PA(PA)	
POprc559_2:661	end	NN(NN)	end
POprc559_2:662	of	IN(IN)	of
POprc559_2:663	august	NP(NP)	august
POprc559_2:664	_0	PA(PA)	
POprc559_2:665	to	TO(TO)	to
POprc559_2:666	establish	VV(VV)	establish
POprc559_2:667	energy	NN(NN)	energy
POprc559_2:668	cooperation	NN(NN)	cooperation
POprc559_2:669	group	NN(NN)	group
POprc559_2:670	_0	PA(PA)	

POprc559_3:1	hm	RE(RE)	hm

POprc559_4:1	that	PRE(PRE)	that
POprc559_4:2	is	VBZ(VBZ)	be
POprc559_4:3	er	UH(UH)	er
POprc559_4:4	based	JJ(JJ)	based
POprc559_4:5	or	CC(CC)	or
POprc559_4:6	er	UH(UH)	er
POprc559_4:7	o-	XX(XX)	
POprc559_4:8	ba-	XX(XX)	
POprc559_4:9	ba-	XX(XX)	
POprc559_4:10	based	JJ(JJ)	based
POprc559_4:11	on	IN(IN)	on
POprc559_4:12	the	DT(DT)	the
POprc559_4:13	er	UH(UH)	er
POprc559_4:14	high	JJ(JJ)	high
POprc559_4:15	level	NN(NN)	level
POprc559_4:16	of	IN(IN)	of
POprc559_4:17	civil	NNS(NNS)	civil
POprc559_4:18	servants	NNS(NNS)	servant
POprc559_4:19	_0	PA(PA)	
POprc559_4:20	from	IN(IN)	from
POprc559_4:21	the	DT(DT)	the
POprc559_4:22	commission	NN(NN)	commission
POprc559_4:23	_0	PA(PA)	
POprc559_4:24	and	CC(CC)	and
POprc559_4:25	from	IN(IN)	from
POprc559_4:26	the	DT(DT)	the
POprc559_4:27	er	UH(UH)	er
POprc559_4:28	norwegian	JJ(JJ)	norwegian
POprc559_4:29	ministry	NN(NN)	ministry
POprc559_4:30	of	IN(IN)	of
POprc559_4:31	er	UH(UH)	er
POprc559_4:32	_0	PA(PA)	
POprc559_4:33	er	UH(UH)	er
POprc559_4:34	petroleum	NN(NN)	petroleum
POprc559_4:35	and	CC(CC)	and
POprc559_4:36	er	UH(UH)	er
POprc559_4:37	energy	NN(NN)	energy
POprc559_4:38	_0	PA(PA)	
POprc559_4:39	and	CC(CC)	and
POprc559_4:40	this	DT(DT)	this
POprc559_4:41	group	NN(NN)	group
POprc559_4:42	have	VHP(VHP)	have
POprc559_4:43	today	RB(RB)	today
POprc559_4:44	the	DT(DT)	the
POprc559_4:45	first	JJ(JJ)	first
POprc559_4:46	meeting	VVG(NN)	meet/meeting
POprc559_4:47	and	CC(CC)	and
POprc559_4:48	the	DT(DT)	the
POprc559_4:49	task	NN(NN)	task
POprc559_4:50	of	IN(IN)	of
POprc559_4:51	this	DT(DT)	this
POprc559_4:52	group	NN(NN)	group
POprc559_4:53	is	VBZ(VBZ)	be
POprc559_4:54	to	TO(TO)	to
POprc559_4:55	prepare	VV(VV)	prepare
POprc559_4:56	the	DT(DT)	the
POprc559_4:57	di-	XX(XX)	
POprc559_4:58	next	JJ(JJ)	next
POprc559_4:59	dialogue	NN(NN)	dialogue
POprc559_4:60	meeting	VVG(NN)	meet/meeting
POprc559_4:61	_0	PA(PA)	
POprc559_4:62	that	DT(DT)/PRE(PRE)	that
POprc559_4:63	will	MD(MD)	will
POprc559_4:64	_0	PA(PA)	
POprc559_4:65	er	UH(UH)	er
POprc559_4:66	be	VB(VB)	be
POprc559_4:67	in	IN(IN)	in
POprc559_4:68	june	NP(NP)	june
POprc559_4:69	er	UH(UH)	er
POprc559_4:70	next	JJ(JJ)	next
POprc559_4:71	year	NN(NN)	year
POprc559_4:72	_0	PA(PA)	
POprc559_4:73	so	DM(DM)	so
POprc559_4:74	thank	FI(FI)	thank
POprc559_4:75	you	FI(FI)	you
POprc559_4:76	very	RB(RB)	very
POprc559_4:77	much	RB(RB)	much
POprc559_4:78	_0	PA(PA)	
POprc559_4:79	and	CC(CC)	and
POprc559_4:80	_0	PA(PA)	
POprc559_4:81	xx	UNI(UNI)	

POprc559_5:1	thank	FI(FI)	thank
POprc559_5:2	you	FI(FI)	you
POprc559_5:3	very	RB(RB)	very
POprc559_5:4	much	RB(RB)	much
POprc559_5:5	yah	RE(RE)	yah
POprc559_5:6	_0	PA(PA)	

POprc559_6:1	thank	FI(FI)	thank
POprc559_6:2	you	FI(FI)	you
POprc559_6:3	thank	FI(FI)	thank
POprc559_6:4	you	FI(FI)	you
POprc559_6:5	commissioner	NN(NN)	commissioner
POprc559_6:6	erm	UH(UH)	erm
POprc559_6:7	_1	PA(PA)	
POprc559_6:8	norway	NP(NP)	norway
POprc559_6:9	is	VBZ(VBZ)	be
POprc559_6:10	the	DT(DT)	the
POprc559_6:11	major	JJ(JJ)	major
POprc559_6:12	p_exporterer	PVC(NN)	
POprc559_6:13	of	IN(IN)	of
POprc559_6:14	oil	NN(NN)	oil
POprc559_6:15	and	CC(CC)	and
POprc559_6:16	gas	NN(NN)	gas
POprc559_6:17	to	IN(IN)	to
POprc559_6:18	the	DT(DT)	the
POprc559_6:19	european	NP(NP)	european
POprc559_6:20	union	NP(NP)	union
POprc559_6:21	and	CC(CC)	and
POprc559_6:22	we	PP(PP)	we
POprc559_6:23	're	VBP(VBP)	be
POprc559_6:24	also	RB(RB)	also
POprc559_6:25	an	DT(DT)	a
POprc559_6:26	integral	JJ(JJ)	integral
POprc559_6:27	er	UH(UH)	er
POprc559_6:28	part	NN(NN)	part
POprc559_6:29	of	IN(IN)	of
POprc559_6:30	the	DT(DT)	the
POprc559_6:31	s_eu	NP(NP)	s_eu
POprc559_6:32	internal	JJ(JJ)	internal
POprc559_6:33	energy	NN(NN)	energy
POprc559_6:34	market	NN(NN)	market
POprc559_6:35	through	IN(IN)	through
POprc559_6:36	the	NP(NP)	the
POprc559_6:37	european	NP(NP)	european
POprc559_6:38	economic	NP(NP)	economic
POprc559_6:39	area	NP(NP)	area
POprc559_6:40	agreement	NN(NN)	agreement
POprc559_6:41	hh	BR(BR)	
POprc559_6:42	which	PRE(PRE)	which
POprc559_6:43	er	UH(UH)	er
POprc559_6:44	which	PRE(PRE)	which
POprc559_6:45	calls	VVZ(VVZ)	call
POprc559_6:46	for	IN(IN)	for
POprc559_6:47	a	DT(DT)	a
POprc559_6:48	close	JJ(JJ)	close
POprc559_6:49	er	UH(UH)	er
POprc559_6:50	relations	NNS(NN)	relation
POprc559_6:51	and	CC(CC)	and
POprc559_6:52	er	UH(UH)	er
POprc559_6:53	_0	PA(PA)	
POprc559_6:54	er	UH(UH)	er
POprc559_6:55	we	PP(PP)	we
POprc559_6:56	have	VHP(VHP)	have
POprc559_6:57	er	UH(UH)	er
POprc559_6:58	established	VVN(VVN)	establish
POprc559_6:59	and	CC(CC)	and
POprc559_6:60	have	VHP(VHP)	have
POprc559_6:61	had	VHN(VHN)	have
POprc559_6:62	a	DT(DT)	a
POprc559_6:63	very	RB(RB)	very
POprc559_6:64	good	JJ(JJ)	good
POprc559_6:65	dialogue	NN(NN)	dialogue
POprc559_6:66	and	CC(CC)	and
POprc559_6:67	a	DT(DT)	a
POprc559_6:68	and	CC(CC)	and
POprc559_6:69	a	DT(DT)	a
POprc559_6:70	close	JJ(JJ)	close
POprc559_6:71	cooperation	NN(NN)	cooperation
POprc559_6:72	on	IN(IN)	on
POprc559_6:73	on	IN(IN)	on
POprc559_6:74	many	JJ(JJ)	many
POprc559_6:75	important	JJ(JJ)	important
POprc559_6:76	er	UH(UH)	er
POprc559_6:77	_0	PA(PA)	
POprc559_6:78	er	UH(UH)	er
POprc559_6:79	questions	NNS(NNS)	question
POprc559_6:80	on	IN(IN)	on
POprc559_6:81	the	DT(DT)	the
POprc559_6:82	energy	NN(NN)	energy
POprc559_6:83	and	CC(CC)	and
POprc559_6:84	also	RB(RB)	also
POprc559_6:85	on	IN(IN)	on
POprc559_6:86	the	DT(DT)	the
POprc559_6:87	climate	NN(NN)	climate
POprc559_6:88	change	NN(NN)	change
POprc559_6:89	field	NN(NN)	field
POprc559_6:90	we	PP(PP)	we
POprc559_6:91	have	VHP(VHP)	have
POprc559_6:92	er	UH(UH)	er
POprc559_6:93	_0	PA(PA)	
POprc559_6:94	we	PP(PP)	we
POprc559_6:95	have	VHP(VHP)	have
POprc559_6:96	common	JJ(JJ)	common
POprc559_6:97	interests	NNS(NNS)	interest
POprc559_6:98	_0	PA(PA)	
POprc559_6:99	and	CC(CC)	and
POprc559_6:100	common	JJ(JJ)	common
POprc559_6:101	targets	NNS(NNS)	target
POprc559_6:102	when	WRB(WRB)	when
POprc559_6:103	it	PP(PP)	it
POprc559_6:104	comes	VVZ(VVZ)	come
POprc559_6:105	to	IN(IN)	to
POprc559_6:106	energy	NN(NN)	energy
POprc559_6:107	efficiency	NN(NN)	efficiency
POprc559_6:108	_0	PA(PA)	
POprc559_6:109	when	WRB(WRB)	when
POprc559_6:110	it	PP(PP)	it
POprc559_6:111	comes	VVZ(VVZ)	come
POprc559_6:112	to	IN(IN)	to
POprc559_6:113	climate	NN(NN)	climate
POprc559_6:114	change	NN(NN)	change
POprc559_6:115	and	CC(CC)	and
POprc559_6:116	we	PP(PP)	we
POprc559_6:117	have	VHP(VHP)	have
POprc559_6:118	had	VHN(VHN)	have
POprc559_6:119	a	DT(DT)	a
POprc559_6:120	good	JJ(JJ)	good
POprc559_6:121	discussion	NN(NN)	discussion
POprc559_6:122	also	RB(RB)	also
POprc559_6:123	when	WRB(WRB)	when
POprc559_6:124	it	PP(PP)	it
POprc559_6:125	comes	VVZ(VVZ)	come
POprc559_6:126	to	IN(IN)	to
POprc559_6:127	er	UH(UH)	er
POprc559_6:128	carbon	NN(NN)	carbon
POprc559_6:129	capture	NN(NN)	capture
POprc559_6:130	and	CC(CC)	and
POprc559_6:131	storage	NN(NN)	storage
POprc559_6:132	whi-	XX(XX)	
POprc559_6:133	whi-	XX(XX)	
POprc559_6:134	which	PRE(PRE)	which
POprc559_6:135	is	VBZ(VBZ)	be
POprc559_6:136	a	DT(DT)	a
POprc559_6:137	_0	PA(PA)	
POprc559_6:138	an	DT(DT)	a
POprc559_6:139	important	JJ(JJ)	important
POprc559_6:140	issue	NN(NN)	issue
POprc559_6:141	for	IN(IN)	for
POprc559_6:142	both	CC(CC)	both
POprc559_6:143	the	DT(DT)	the
POprc559_6:144	s_EU	NP(NP)	s_EU
POprc559_6:145	and	CC(CC)	and
POprc559_6:146	for	IN(IN)	for
POprc559_6:147	er	UH(UH)	er
POprc559_6:148	and	CC(CC)	and
POprc559_6:149	for	IN(IN)	for
POprc559_6:150	n-	XX(XX)	
POprc559_6:151	norway	NP(NP)	norway
POprc559_6:152	hh	BR(BR)	
POprc559_6:153	erm	UH(UH)	erm
POprc559_6:154	_1	PA(PA)	
POprc559_6:155	during	IN(IN)	during
POprc559_6:156	our	PP$(PP$)	we
POprc559_6:157	meeting	VVG(NN)	meet/meeting
POprc559_6:158	today	RB(RB)	today
POprc559_6:159	we	PP(PP)	we
POprc559_6:160	has	VHZ(VHZ)	have
POprc559_6:161	we	PP(PP)	we
POprc559_6:162	have	VHP(VHP)	have
POprc559_6:163	also	RB(RB)	also
POprc559_6:164	been	VBN(VBN)	be
POprc559_6:165	able	JJ(JJ)	able
POprc559_6:166	to	TO(TO)	to
POprc559_6:167	look	VV(VV)	look
POprc559_6:168	er	UH(UH)	er
POprc559_6:169	_0	PA(PA)	
POprc559_6:170	to	TO(TO)	to
POprc559_6:171	look	VV(VV)	look
POprc559_6:172	into	IN(IN)	into
POprc559_6:173	er	UH(UH)	er
POprc559_6:174	_0	PA(PA)	
POprc559_6:175	er	UH(UH)	er
POprc559_6:176	the	DT(DT)	the
POprc559_6:177	commissioner	NN(NN)	commissioner
POprc559_6:178	's	POS(POS)	's
POprc559_6:179	screen	NN(NN)	screen
POprc559_6:180	paper	NN(NN)	paper
POprc559_6:181	which	PRE(PRE)	which
POprc559_6:182	is	VBZ(VBZ)	be
POprc559_6:183	going	VVG(VVG)	go
POprc559_6:184	to	TO(TO)	to
POprc559_6:185	be	VB(VB)	be
POprc559_6:186	debated	VVN(VVN)	debate
POprc559_6:187	in	IN(IN)	in
POprc559_6:188	er	UH(UH)	er
POprc559_6:189	_0	PA(PA)	
POprc559_6:190	within	IN(IN)	within
POprc559_6:191	the	DT(DT)	the
POprc559_6:192	s_eu	NP(NP)	s_eu
POprc559_6:193	next	JJ(JJ)	next
POprc559_6:194	year	NN(NN)	year
POprc559_6:195	and	CC(CC)	and
POprc559_6:196	and	CC(CC)	and
POprc559_6:197	er	UH(UH)	er
POprc559_6:198	where	WRB(WRB)	where
POprc559_6:199	_0	PA(PA)	
POprc559_6:200	norway	NP(NP)	norway
POprc559_6:201	_0	PA(PA)	
POprc559_6:202	will	MD(MD)	will
POprc559_6:203	_0	PA(PA)	
POprc559_6:204	er	UH(UH)	er
POprc559_6:205	_0	PA(PA)	
POprc559_6:206	make	VV(VV)	make
POprc559_6:207	_0	PA(PA)	
POprc559_6:208	where	WRB(WRB)	where
POprc559_6:209	we	PP(PP)	we
POprc559_6:210	will	MD(MD)	will
POprc559_6:211	make	VV(VV)	make
POprc559_6:212	our	PP$(PP$)	we
POprc559_6:213	comments	NNS(NNS)	comment
POprc559_6:214	er	UH(UH)	er
POprc559_6:215	_0	PA(PA)	
POprc559_6:216	later	RB(RB)	later
POprc559_6:217	this	DT(DT)	this
POprc559_6:218	year	NN(NN)	year
POprc559_6:219	so	DM(DM)	so
POprc559_6:220	erm	UH(UH)	erm
POprc559_6:221	_0	PA(PA)	
POprc559_6:222	erm	UH(UH)	erm
POprc559_6:223	_0	PA(PA)	
POprc559_6:224	i	PP(PP)	i
POprc559_6:225	do	VVP(VVP)	do
POprc559_6:226	not	RB(RB)	not
POprc559_6:227	have	VH(VH)	have
POprc559_6:228	much	JJ(JJ)	much
POprc559_6:229	to	TO(TO)	to
POprc559_6:230	add	VV(VV)	add
POprc559_6:231	to	IN(IN)	to
POprc559_6:232	what	WP(WP)	what
POprc559_6:233	you	PP(PP)	you
POprc559_6:234	have	VHP(VHP)	have
POprc559_6:235	er	UH(UH)	er
POprc559_6:236	referred	VVN(VVN)	refer
POprc559_6:237	from	IN(IN)	from
POprc559_6:238	our	PP$(PP$)	we
POprc559_6:239	meeting	VVG(NN)	meet/meeting
POprc559_6:240	and	CC(CC)	and
POprc559_6:241	what	WP(WP)	what
POprc559_6:242	you	PP(PP)	you
POprc559_6:243	have	VHP(VHP)	have
POprc559_6:244	said	VVN(VVN)	say
POprc559_6:245	so	RB(RB)	so
POprc559_6:246	far	RB(RB)	far
POprc559_6:247	so	DM(DM)	so
POprc559_6:248	_0	PA(PA)	
POprc559_6:249	you	PP(PP)	you
POprc559_6:250	could	MD(MD)	can
POprc559_6:251	rather	RB(RB)	rather
POprc559_6:252	open	VV(VV)	open
POprc559_6:253	for	IN(IN)	for
POprc559_6:254	questions	NNS(NNS)	question
POprc559_6:255	_0	PA(PA)	

POprc559_7:1	thank	FI(FI)	thank
POprc559_7:2	you	FI(FI)	you
POprc559_7:3	very	RB(RB)	very
POprc559_7:4	much	RB(RB)	much
POprc559_7:5	minister	NN(NN)	minister
POprc559_7:6	er	UH(UH)	er
POprc559_7:7	_0	PA(PA)	
POprc559_7:8	i	PP(PP)	i
POprc559_7:9	would	MD(MD)	will
POprc559_7:10	like	VV(VV)	like
POprc559_7:11	to	TO(TO)	to
POprc559_7:12	tell	VV(VV)	tell
POprc559_7:13	you	PP(PP)	you
POprc559_7:14	two	CD(CD)	two
POprc559_7:15	things	NNS(NNS)	thing
POprc559_7:16	_0	PA(PA)	
POprc559_7:17	please	FI(FI)	please
POprc559_7:18	er	UH(UH)	er
POprc559_7:19	indicate	VV(VV)	indicate
POprc559_7:20	the	DT(DT)	the
POprc559_7:21	media	NN(NN)	media
POprc559_7:22	you	PP(PP)	you
POprc559_7:23	're	VBP(VBP)	be
POprc559_7:24	working	VVG(VVG)	work
POprc559_7:25	for	IN(IN)	for
POprc559_7:26	when	WRB(WRB)	when
POprc559_7:27	you	PP(PP)	you
POprc559_7:28	make	VVP(VVP)	make
POprc559_7:29	your	PP$(PP$)	you
POprc559_7:30	questions	NNS(NNS)	question
POprc559_7:31	_0	PA(PA)	
POprc559_7:32	and	CC(CC)	and
POprc559_7:33	i	PP(PP)	i
POprc559_7:34	would	MD(MD)	will
POprc559_7:35	like	VV(VV)	like
POprc559_7:36	to	TO(TO)	to
POprc559_7:37	tell	VV(VV)	tell
POprc559_7:38	you	PP(PP)	you
POprc559_7:39	as	RB(RB)	as
POprc559_7:40	well	RB(RB)	well
POprc559_7:41	that	IN(IN)	that
POprc559_7:42	er	UH(UH)	er
POprc559_7:43	you	PP(PP)	you
POprc559_7:44	have	VHP(VHP)	have
POprc559_7:45	a	DT(DT)	a
POprc559_7:46	press	NN(NN)	press
POprc559_7:47	release	NN(NN)	release
POprc559_7:48	on	IN(IN)	on
POprc559_7:49	the	DT(DT)	the
POprc559_7:50	_0	PA(PA)	
POprc559_7:51	er	UH(UH)	er
POprc559_7:52	s_eu	NP(NP)	s_eu
POprc559_7:53	norway	NP(NP)	norway
POprc559_7:54	dialogue	NN(NN)	dialogue
POprc559_7:55	_0	PA(PA)	
POprc559_7:56	outside	IN(IN)	outside
POprc559_7:57	the	DT(DT)	the
POprc559_7:58	room	NN(NN)	room
POprc559_7:59	_0	PA(PA)	
POprc559_7:60	so	DM(DM)	so
POprc559_7:61	the	DT(DT)	the
POprc559_7:62	ground	NN(NN)	ground
POprc559_7:63	_0	PA(PA)	
POprc559_7:64	is	VBZ(VBZ)	be
POprc559_7:65	yours	PP(PP)	you
POprc559_7:66	_1	PA(PA)	
POprc559_7:67	a_[S4]	NP(NP)	
POprc559_7:68	_2	PA(PA)	

POprc559_8:1	i	PP(PP)	i
POprc559_8:2	have	VHP(VHP)	have
POprc559_8:3	_0	PA(PA)	
POprc559_8:4	three	CD(CD)	three
POprc559_8:5	quick	JJ(JJ)	quick
POprc559_8:6	questions	NNS(NNS)	question
POprc559_8:7	for	IN(IN)	for
POprc559_8:8	for	IN(IN)	for
POprc559_8:9	the	DT(DT)	the
POprc559_8:10	minister	NN(NN)	minister
POprc559_8:11	_0	PA(PA)	
POprc559_8:12	er	UH(UH)	er
POprc559_8:13	first	RB(RB)	first
POprc559_8:14	of	IN(IN)	of
POprc559_8:15	all	DT(DT)	all
POprc559_8:16	was	VBD(VBD)	be
POprc559_8:17	the	DT(DT)	the
POprc559_8:18	issue	NN(NN)	issue
POprc559_8:19	of	IN(IN)	of
POprc559_8:20	the	DT(DT)	the
POprc559_8:21	exploration	NN(NN)	exploration
POprc559_8:22	of	IN(IN)	of
POprc559_8:23	the	DT(DT)	the
POprc559_8:24	barents	NP(NP)	barents
POprc559_8:25	sea	NP(NP)	sea
POprc559_8:26	er	UH(UH)	er
POprc559_8:27	er	UH(UH)	er
POprc559_8:28	erm	UH(UH)	erm
POprc559_8:29	er	UH(UH)	er
POprc559_8:30	er	UH(UH)	er
POprc559_8:31	discussed	VVN(VVN)	discuss
POprc559_8:32	and	CC(CC)	and
POprc559_8:33	if	IN(IN)	if
POprc559_8:34	so	RB(RB)	so
POprc559_8:35	_0	PA(PA)	
POprc559_8:36	what	WP(WP)	what
POprc559_8:37	was	VBD(VBD)	be
POprc559_8:38	said	VVN(VVN)	say
POprc559_8:39	about	IN(IN)	about
POprc559_8:40	it	PP(PP)	it
POprc559_8:41	_0	PA(PA)	
POprc559_8:42	secondly	RB(RB)	secondly
POprc559_8:43	erm	UH(UH)	erm
POprc559_8:44	_0	PA(PA)	
POprc559_8:45	one	CD(CD)	one
POprc559_8:46	of	IN(IN)	of
POprc559_8:47	the	DT(DT)	the
POprc559_8:48	main	JJ(JJ)	main
POprc559_8:49	objectives	NNS(NNS)	objective
POprc559_8:50	of	IN(IN)	of
POprc559_8:51	the	DT(DT)	the
POprc559_8:52	e-	XX(XX)	
POprc559_8:53	s_eu	NP(NP)	s_eu
POprc559_8:54	is	VBZ(VBZ)	be
POprc559_8:55	to	TO(TO)	to
POprc559_8:56	create	VV(VV)	create
POprc559_8:57	an	DT(DT)	a
POprc559_8:58	observatory	NN(NN)	observatory
POprc559_8:59	on	IN(IN)	on
POprc559_8:60	transparency	NN(NN)	transparency
POprc559_8:61	of	IN(IN)	of
POprc559_8:62	the	DT(DT)	the
POprc559_8:63	market	NN(NN)	market
POprc559_8:64	specially	RB(RB)	specially
POprc559_8:65	on	IN(IN)	on
POprc559_8:66	the	DT(DT)	the
POprc559_8:67	reserves	NNS(NNS)	reserve
POprc559_8:68	because	IN(IN)	because
POprc559_8:69	there	EX(EX)	there
POprc559_8:70	's	VBS(VBS)	be
POprc559_8:71	a	DT(DT)	a
POprc559_8:72	lack	NN(NN)	lack
POprc559_8:73	a	DT(DT)	a
POprc559_8:74	lack	NN(NN)	lack
POprc559_8:75	of	IN(IN)	of
POprc559_8:76	transparency	NN(NN)	transparency
POprc559_8:77	there	RB(RB)	there
POprc559_8:78	could	MD(MD)	can
POprc559_8:79	you	PP(PP)	you
POprc559_8:80	be	VB(VB)	be
POprc559_8:81	very	RB(RB)	very
POprc559_8:82	transparent	JJ(JJ)	transparent
POprc559_8:83	_0	PA(PA)	
POprc559_8:84	on	IN(IN)	on
POprc559_8:85	how	WRB(WRB)	how
POprc559_8:86	much	JJ(JJ)	much
POprc559_8:87	as	IN(IN)	as
POprc559_8:88	er	UH(UH)	er
POprc559_8:89	g-	XX(XX)	
POprc559_8:90	gas	NN(NN)	gas
POprc559_8:91	and	CC(CC)	and
POprc559_8:92	oil	NN(NN)	oil
POprc559_8:93	reserves	NNS(NNS)	reserve
POprc559_8:94	er	UH(UH)	er
POprc559_8:95	norway	NP(NP)	norway
POprc559_8:96	has	VHZ(VHZ)	have
POprc559_8:97	for	IN(IN)	for
POprc559_8:98	how	WRB(WRB)	how
POprc559_8:99	many	JJ(JJ)	many
POprc559_8:100	years	NNS(NNS)	year
POprc559_8:101	_0	PA(PA)	
POprc559_8:102	and	CC(CC)	and
POprc559_8:103	then	RB(RB)	then
POprc559_8:104	last	JJ(JJ)	last
POprc559_8:105	but	CC(CC)	but
POprc559_8:106	not	RB(RB)	not
POprc559_8:107	least	RB(RB)	least
POprc559_8:108	_0	PA(PA)	
POprc559_8:109	one	CD(CD)	one
POprc559_8:110	of	IN(IN)	of
POprc559_8:111	your	PP$(PP$)	you
POprc559_8:112	neighbors	NNS(NNS)	neighbor
POprc559_8:113	_0	PA(PA)	
POprc559_8:114	sweden	NP(NP)	sweden
POprc559_8:115	_0	PA(PA)	
POprc559_8:116	has	VHZ(VHZ)	have
POprc559_8:117	a	DT(DT)	a
POprc559_8:118	very	RB(RB)	very
POprc559_8:119	ambitious	JJ(JJ)	ambitious
POprc559_8:120	plan	NN(NN)	plan
POprc559_8:121	to	TO(TO)	to
POprc559_8:122	get	VV(VV)	get
POprc559_8:123	rid	VVN(VVN)	rid
POprc559_8:124	of	IN(IN)	of
POprc559_8:125	oil	NN(NN)	oil
POprc559_8:126	by	IN(IN)	by
POprc559_8:127	twenty	CD(CD)	twenty
POprc559_8:128	twenty	CD(CD)	twenty
POprc559_8:129	and	CC(CC)	and
POprc559_8:130	i	PP(PP)	i
POprc559_8:131	would	MD(MD)	will
POprc559_8:132	like	VV(VV)	like
POprc559_8:133	to	TO(TO)	to
POprc559_8:134	know	VV(VV)	know
POprc559_8:135	what	WP(WP)	what
POprc559_8:136	norway	NP(NP)	norway
POprc559_8:137	's	POS(POS)	's
POprc559_8:138	government	NN(NN)	government
POprc559_8:139	position	NN(NN)	position
POprc559_8:140	is	VBZ(VBZ)	be
POprc559_8:141	on	IN(IN)	on
POprc559_8:142	that	DT(DT)	that
POprc559_8:143	one	NN(NN)	one
POprc559_8:144	_2	PA(PA)	

POprc559_9:1	well	DM(DM)	well
POprc559_9:2	erm	UH(UH)	erm
POprc559_9:3	f-	XX(XX)	
POprc559_9:4	er	UH(UH)	er
POprc559_9:5	first	RB(RB)	first
POprc559_9:6	of	IN(IN)	of
POprc559_9:7	all	DT(DT)	all
POprc559_9:8	when	WRB(WRB)	when
POprc559_9:9	it	PP(PP)	it
POprc559_9:10	comes	VVZ(VVZ)	come
POprc559_9:11	to	IN(IN)	to
POprc559_9:12	the	DT(DT)	the
POprc559_9:13	barents	NP(NP)	barents
POprc559_9:14	sea	NP(NP)	sea
POprc559_9:15	we	PP(PP)	we
POprc559_9:16	have	VHP(VHP)	have
POprc559_9:17	not	RB(RB)	not
POprc559_9:18	dis-	XX(XX)	
POprc559_9:19	er	UH(UH)	er
POprc559_9:20	we	PP(PP)	we
POprc559_9:21	have	VHP(VHP)	have
POprc559_9:22	not	RB(RB)	not
POprc559_9:23	had	VHN(VHN)	have
POprc559_9:24	any	DT(DT)	any
POprc559_9:25	special	JJ(JJ)	special
POprc559_9:26	discussion	NN(NN)	discussion
POprc559_9:27	on	IN(IN)	on
POprc559_9:28	on	IN(IN)	on
POprc559_9:29	on	IN(IN)	on
POprc559_9:30	barents	NP(NP)	barents
POprc559_9:31	on	IN(IN)	on
POprc559_9:32	the	DT(DT)	the
POprc559_9:33	barents	NP(NP)	barents
POprc559_9:34	sea	NP(NP)	sea
POprc559_9:35	on	IN(IN)	on
POprc559_9:36	this	DT(DT)	this
POprc559_9:37	in	IN(IN)	in
POprc559_9:38	this	DT(DT)	this
POprc559_9:39	meeting	VVG(NN)	meet/meeting
POprc559_9:40	_0	PA(PA)	
POprc559_9:41	but	CC(CC)	but
POprc559_9:42	er	UH(UH)	er
POprc559_9:43	we	PP(PP)	we
POprc559_9:44	have	VHP(VHP)	have
POprc559_9:45	had	VHN(VHN)	have
POprc559_9:46	several	JJ(JJ)	several
POprc559_9:47	possibilities	NNS(NNS)	possibility
POprc559_9:48	on	IN(IN)	on
POprc559_9:49	occasions	NNS(NNS)	occasion
POprc559_9:50	earlier	RBR(RBR)	early
