POprc522_1:1	okay	RE(RE)	okay
POprc522_12:236	to	TO(TO)	to
POprc522_12:237	answer	VV(VV)	answer
POprc522_12:238	hh	BR(BR)	
POprc522_12:239	let	VV(VV)	let
POprc522_12:240	me	PP(PP)	i
POprc522_12:241	tell	VV(VV)	tell
POprc522_12:242	you	PP(PP)	you
POprc522_12:243	also	RB(RB)	also
POprc522_12:244	that	IN(IN)	that
POprc522_12:245	er	UH(UH)	er
POprc522_12:246	i	PP(PP)	i
POprc522_12:247	had	VHD(VHD)	have
POprc522_12:248	er	UH(UH)	er
POprc522_12:249	er	UH(UH)	er
POprc522_12:250	in	IN(IN)	in
POprc522_12:251	the	DT(DT)	the
POprc522_12:252	last	JJ(JJ)	last
POprc522_12:253	few	JJ(JJ)	few
POprc522_12:254	days	NNS(NNS)	day
POprc522_12:255	hh	BR(BR)	
POprc522_12:256	er	UH(UH)	er
POprc522_12:257	conversations	NNS(NNS)	conversation
POprc522_12:258	er	UH(UH)	er
POprc522_12:259	almost	RB(RB)	almost
POprc522_12:260	er	UH(UH)	er
POprc522_12:261	_0	PA(PA)	
POprc522_12:262	daily	RB(RB)	daily
POprc522_12:263	with	IN(IN)	with
POprc522_12:264	er	UH(UH)	er
POprc522_12:265	_0	PA(PA)	
POprc522_12:266	the	DT(DT)	the
POprc522_12:267	national	JJ(JJ)	national
POprc522_12:268	security	NN(NN)	security
POprc522_12:269	adviser	NN(NN)	adviser
POprc522_12:270	doctor	NN(NN)	doctor
POprc522_12:271	xx	UNI(UNI)	
POprc522_12:272	xx	UNI(UNI)	
POprc522_12:273	hh	BR(BR)	
POprc522_12:274	er	UH(UH)	er
POprc522_12:275	with	IN(IN)	with
POprc522_12:276	whom	PRE(PRE)	whom
POprc522_12:277	i	PP(PP)	i
POprc522_12:278	i	PP(PP)	i
POprc522_12:279	had	VHD(VHD)	have
POprc522_12:280	been	VBN(VBN)	be
POprc522_12:281	er	UH(UH)	er
POprc522_12:282	_0	PA(PA)	
POprc522_12:283	er	UH(UH)	er
POprc522_12:284	discussing	VVG(VVG)	discuss
POprc522_12:285	that	DT(DT)	that
POprc522_12:286	_0	PA(PA)	
POprc522_12:287	to	IN(IN)	to
POprc522_12:288	the	DT(DT)	the
POprc522_12:289	very	RB(RB)	very
POprc522_12:290	last	JJ(JJ)	last
POprc522_12:291	minute	NN(NN)	minute
POprc522_12:292	_0	PA(PA)	
POprc522_12:293	all	PDT(PDT)	all
POprc522_12:294	the	DT(DT)	the
POprc522_12:295	questions	NNS(NNS)	question
POprc522_12:296	pertaining	VVG(VVG)	pertain
POprc522_12:297	to	IN(IN)	to
POprc522_12:298	both	CC(CC)	both
POprc522_12:299	_0	PA(PA)	
POprc522_12:300	the	DT(DT)	the
POprc522_12:301	resolution	NN(NN)	resolution
POprc522_12:302	_0	PA(PA)	
POprc522_12:303	and	CC(CC)	and
POprc522_12:304	er	UH(UH)	er
POprc522_12:305	the	DT(DT)	the
POprc522_12:306	elements	NNS(NNS)	element
POprc522_12:307	of	IN(IN)	of
POprc522_12:308	the	DT(DT)	the
POprc522_12:309	_0	PA(PA)	
POprc522_12:310	agreement	NN(NN)	agreement
POprc522_12:311	that	PRE(PRE)	that
POprc522_12:312	er	UH(UH)	er
POprc522_12:313	hh	BR(BR)	
POprc522_12:314	erm	UH(UH)	erm
POprc522_12:315	that	PRE(PRE)	that
POprc522_12:316	we	PP(PP)	we
POprc522_12:317	have	VHP(VHP)	have
POprc522_12:318	presented	VVN(VVN)	present
POprc522_12:319	to	IN(IN)	to
POprc522_12:320	them	PP(PP)	they
POprc522_12:321	the	DT(DT)	the
POprc522_12:322	pack-	XX(XX)	
POprc522_12:323	the	DT(DT)	the
POprc522_12:324	packet	NN(NN)	packet
POprc522_12:325	that	PRE(PRE)	that
POprc522_12:326	we	PP(PP)	we
POprc522_12:327	presented	VVN(VVN)	present
POprc522_12:328	to	IN(IN)	to
POprc522_12:329	them	PP(PP)	they
POprc522_12:330	_2	PA(PA)	

POprc522_13:1	okay	RE(RE)	okay
POprc522_13:2	_0	PA(PA)	
POprc522_13:3	a_[org2]	NP(NP)	
POprc522_13:4	_4	PA(PA)	

POprc522_14:1	a_[S7]	NP(NP)	
POprc522_14:2	a_[S7/last]	NP(NP)	
POprc522_14:3	of	IN(IN)	of
POprc522_14:4	a_[org2]	NP(NP)	
POprc522_14:5	er	UH(UH)	er
POprc522_14:6	a	DT(DT)	a
POprc522_14:7	couple	NN(NN)	couple
POprc522_14:8	of	IN(IN)	of
POprc522_14:9	questions	NNS(NNS)	question
POprc522_14:10	for	IN(IN)	for
POprc522_14:11	the	DT(DT)	the
POprc522_14:12	presidency	NN(NN)	presidency
POprc522_14:13	and	CC(CC)	and
POprc522_14:14	one	CD(CD)	one
POprc522_14:15	to	IN(IN)	to
POprc522_14:16	er	UH(UH)	er
POprc522_14:17	mister	NN(NN)	mister
POprc522_14:18	a_[S3/last]	NP(NP)	
POprc522_14:19	_0	PA(PA)	
POprc522_14:20	er	UH(UH)	er
POprc522_14:21	first	RB(RB)	first
POprc522_14:22	of	IN(IN)	of
POprc522_14:23	all	DT(DT)	all
POprc522_14:24	if	IN(IN)	if
POprc522_14:25	you	PP(PP)	you
POprc522_14:26	could	MD(MD)	can
POprc522_14:27	give	VV(VV)	give
POprc522_14:28	us	PP(PP)	we
POprc522_14:29	er	UH(UH)	er
POprc522_14:30	a	DT(DT)	a
POprc522_14:31	better	JJR(JJR)	good
POprc522_14:32	background	NN(NN)	background
POprc522_14:33	to	IN(IN)	to
POprc522_14:34	er	UH(UH)	er
POprc522_14:35	_0	PA(PA)	
POprc522_14:36	the	DT(DT)	the
POprc522_14:37	early	JJ(JJ)	early
POprc522_14:38	events	NNS(NNS)	event
POprc522_14:39	er	UH(UH)	er
POprc522_14:40	some	DT(DT)	some
POprc522_14:41	of	IN(IN)	of
POprc522_14:42	the	DT(DT)	the
POprc522_14:43	member	NNS(NNS)	member
POprc522_14:44	states	NNS(NNS)	state
POprc522_14:45	_0	PA(PA)	
POprc522_14:46	arrived	VVD(VVD)	arrive
POprc522_14:47	here	RB(RB)	here
POprc522_14:48	on	IN(IN)	on
POprc522_14:49	the	DT(DT)	the
POprc522_14:50	basis	NN(NN)	basis
POprc522_14:51	that	IN(IN)	that
POprc522_14:52	they	PP(PP)	they
POprc522_14:53	believed	VVD(VVD)	believe
POprc522_14:54	there	EX(EX)	there
POprc522_14:55	would	MD(MD)	will
POprc522_14:56	not	RB(RB)	not
POprc522_14:57	be	VB(VB)	be
POprc522_14:58	any	DT(DT)	any
POprc522_14:59	conclusion	NN(NN)	conclusion
POprc522_14:60	today	RB(RB)	today
POprc522_14:61	and	CC(CC)	and
POprc522_14:62	_0	PA(PA)	
POprc522_14:63	they	PP(PP)	they
POprc522_14:64	seemed	VVD(VVD)	seem
POprc522_14:65	a	RB(RB)	a
POprc522_14:66	little	RB(RB)	little
POprc522_14:67	bit	RB(RB)	bit
POprc522_14:68	confused	JJ(JJ)	confused
POprc522_14:69	and	CC(CC)	and
POprc522_14:70	_0	PA(PA)	
POprc522_14:71	some	DT(DT)	some
POprc522_14:72	of	IN(IN)	of
POprc522_14:73	them	PP(PP)	they
POprc522_14:74	were	VBD(VBD)	be
POprc522_14:75	a	RB(RB)	a
POprc522_14:76	little	RB(RB)	little
POprc522_14:77	bit	RB(RB)	bit
POprc522_14:78	unhappy	JJ(JJ)	unhappy
POprc522_14:79	that	IN(IN)	that
POprc522_14:80	er	UH(UH)	er
POprc522_14:81	_0	PA(PA)	
POprc522_14:82	that	IN(IN)	that
POprc522_14:83	er	UH(UH)	er
POprc522_14:84	they	PP(PP)	they
POprc522_14:85	were	VBD(VBD)	be
POprc522_14:86	n't	RB(RB)	not
POprc522_14:87	er	UH(UH)	er
POprc522_14:88	informed	VVN(VVN)	inform
POprc522_14:89	of	IN(IN)	of
POprc522_14:90	this	DT(DT)	this
POprc522_14:91	and	CC(CC)	and
POprc522_14:92	there	EX(EX)	there
POprc522_14:93	seemed	VVD(VVD)	seem
POprc522_14:94	to	TO(TO)	to
POprc522_14:95	be	VB(VB)	be
POprc522_14:96	a	DT(DT)	a
POprc522_14:97	bit	NN(NN)	bit
POprc522_14:98	of	IN(IN)	of
POprc522_14:99	er	UH(UH)	er
POprc522_14:100	early	JJ(JJ)	early
POprc522_14:101	division	NN(NN)	division
POprc522_14:102	_0	PA(PA)	
POprc522_14:103	and	CC(CC)	and
POprc522_14:104	er	UH(UH)	er
POprc522_14:105	_0	PA(PA)	
POprc522_14:106	can	MD(MD)	can
POprc522_14:107	you	PP(PP)	you
POprc522_14:108	_0	PA(PA)	
POprc522_14:109	tell	VV(VV)	tell
POprc522_14:110	us	PP(PP)	we
POprc522_14:111	what	WDT(WDT)	what
POprc522_14:112	sort	NN(NN)	sort
POprc522_14:113	of	IN(IN)	of
POprc522_14:114	role	NN(NN)	role
POprc522_14:115	er	UH(UH)	er
POprc522_14:116	_0	PA(PA)	
POprc522_14:117	margaret	NP(NP)	margaret
POprc522_14:118	beckett	NP(NP)	beckett
POprc522_14:119	the	DT(DT)	the
POprc522_14:120	british	JJ(JJ)	british
POprc522_14:121	_0	PA(PA)	
POprc522_14:122	foreign	JJ(JJ)	foreign
POprc522_14:123	minister	NN(NN)	minister
POprc522_14:124	played	VVD(VVD)	play
POprc522_14:125	_0	PA(PA)	
POprc522_14:126	er	UH(UH)	er
POprc522_14:127	this	DT(DT)	this
POprc522_14:128	afternoon	NN(NN)	afternoon
POprc522_14:129	er	UH(UH)	er
POprc522_14:130	we	PP(PP)	we
POprc522_14:131	're	VBP(VBP)	be
POprc522_14:132	led	VVN(VVN)	lead
POprc522_14:133	to	TO(TO)	to
POprc522_14:134	believe	VV(VV)	believe
POprc522_14:135	that	IN(IN)	that
POprc522_14:136	she	PP(PP)	she
POprc522_14:137	_0	PA(PA)	
POprc522_14:138	played	VVD(VVD)	play
POprc522_14:139	a	DT(DT)	a
POprc522_14:140	significant	JJ(JJ)	significant
POprc522_14:141	role	NN(NN)	role
POprc522_14:142	_0	PA(PA)	
POprc522_14:143	and	CC(CC)	and
POprc522_14:144	what	WP(WP)	what
POprc522_14:145	you	PP(PP)	you
POprc522_14:146	think	VVP(VVP)	think
POprc522_14:147	this	DT(DT)	this
POprc522_14:148	conclusion	NN(NN)	conclusion
POprc522_14:149	er	UH(UH)	er
POprc522_14:150	what	WDT(WDT)	what
POprc522_14:151	sort	NN(NN)	sort
POprc522_14:152	of	IN(IN)	of
POprc522_14:153	message	NN(NN)	message
POprc522_14:154	this	DT(DT)	this
POprc522_14:155	will	MD(MD)	will
POprc522_14:156	send	VV(VV)	send
POprc522_14:157	to	IN(IN)	to
POprc522_14:158	the	DT(DT)	the
POprc522_14:159	united	NPS(NPS)	united
POprc522_14:160	states	NPS(NPS)	state
POprc522_14:161	in	IN(IN)	in
POprc522_14:162	particular	JJ(JJ)	particular
POprc522_14:163	_0	PA(PA)	
POprc522_14:164	and	CC(CC)	and
POprc522_14:165	what	WDT(WDT)	what
POprc522_14:166	sort	NN(NN)	sort
POprc522_14:167	of	IN(IN)	of
POprc522_14:168	plans	NNS(NNS)	plan
POprc522_14:169	have	VHP(VHP)	have
POprc522_14:170	you	PP(PP)	you
POprc522_14:171	got	VVN(VVN)	get
POprc522_14:172	er	UH(UH)	er
POprc522_14:173	to	TO(TO)	to
POprc522_14:174	er	UH(UH)	er
POprc522_14:175	address	VV(VV)	address
POprc522_14:176	that	DT(DT)	that
POprc522_14:177	this	DT(DT)	this
POprc522_14:178	conclusion	NN(NN)	conclusion
POprc522_14:179	with	IN(IN)	with
POprc522_14:180	er	UH(UH)	er
POprc522_14:181	_0	PA(PA)	
POprc522_14:182	president	NN(NN)	president
POprc522_14:183	bush	NP(NP)	bush
POprc522_14:184	hh	BR(BR)	
POprc522_14:185	and	CC(CC)	and
POprc522_14:186	er	UH(UH)	er
POprc522_14:187	_0	PA(PA)	
POprc522_14:188	mister	NN(NN)	mister
POprc522_14:189	a_[S3/last]	NP(NP)	
POprc522_14:190	er	UH(UH)	er
POprc522_14:191	hhh	BR(BR)	
POprc522_14:192	_0	PA(PA)	
POprc522_14:193	i	PP(PP)	i
POprc522_14:194	believe	VVP(VVP)	believe
POprc522_14:195	you	PP(PP)	you
POprc522_14:196	've	VHP(VHP)	have
POprc522_14:197	got	VVN(VVN)	get
POprc522_14:198	a	DT(DT)	a
POprc522_14:199	letter	NN(NN)	letter
POprc522_14:200	_0	PA(PA)	
POprc522_14:201	er	UH(UH)	er
POprc522_14:202	from	IN(IN)	from
POprc522_14:203	the	DT(DT)	the
POprc522_14:204	s_us	NP(NP)	s_us
POprc522_14:205	er	UH(UH)	er
POprc522_14:206	in	IN(IN)	in
POprc522_14:207	the	DT(DT)	the
POprc522_14:208	last	JJ(JJ)	last
POprc522_14:209	number	NN(NN)	number
POprc522_14:210	of	IN(IN)	of
POprc522_14:211	days	NNS(NNS)	day
POprc522_14:212	er	UH(UH)	er
POprc522_14:213	asking	VVG(VVG)	ask
POprc522_14:214	you	PP(PP)	you
POprc522_14:215	to	TO(TO)	to
POprc522_14:216	er	UH(UH)	er
POprc522_14:217	hh	BR(BR)	
POprc522_14:218	er	UH(UH)	er
POprc522_14:219	register	VV(VV)	register
POprc522_14:220	hezbollah	NP(NP)	hezbollah
POprc522_14:221	as	IN(IN)	as
POprc522_14:222	a	DT(DT)	a
POprc522_14:223	terrorist	NN(NN)	terrorist
POprc522_14:224	organization	NN(NN)	organization
POprc522_14:225	and	CC(CC)	and
POprc522_14:226	er	UH(UH)	er
POprc522_14:227	i	PP(PP)	i
POprc522_14:228	wonder	VVP(VVP)	wonder
POprc522_14:229	if	IN(IN)	if
POprc522_14:230	you	PP(PP)	you
POprc522_14:231	're	VBP(VBP)	be
POprc522_14:232	intending	VVG(VVG)	intend
POprc522_14:233	to	TO(TO)	to
POprc522_14:234	reply	VV(VV)	reply
POprc522_14:235	to	IN(IN)	to
POprc522_14:236	that	DT(DT)	that
POprc522_14:237	letter	NN(NN)	letter
POprc522_14:238	and	CC(CC)	and
POprc522_14:239	er	UH(UH)	er
POprc522_14:240	what	WP(WP)	what
POprc522_14:241	your	PP$(PP$)	you
POprc522_14:242	response	NN(NN)	response
POprc522_14:243	will	MD(MD)	will
POprc522_14:244	be	VB(VB)	be
POprc522_14:245	to	IN(IN)	to
POprc522_14:246	that	DT(DT)	that
POprc522_14:247	request	NN(NN)	request
POprc522_14:248	from	IN(IN)	from
POprc522_14:249	the	DT(DT)	the
POprc522_14:250	united	NPS(NPS)	united
POprc522_14:251	states	NPS(NPS)	state
POprc522_14:252	_1	PA(PA)	

POprc522_15:1	well	DM(DM)	well
POprc522_15:2	may	MD(MD)	may
POprc522_15:3	_0	PA(PA)	
POprc522_15:4	i	PP(PP)	i
POprc522_15:5	_0	PA(PA)	
POprc522_15:6	first	RB(RB)	first
POprc522_15:7	_1	PA(PA)	
POprc522_15:8	note	VV(VV)	note
POprc522_15:9	that	IN(IN)	that
POprc522_15:10	er	UH(UH)	er
POprc522_15:11	margaret	NP(NP)	margaret
POprc522_15:12	beckett	NP(NP)	beckett
POprc522_15:13	like	IN(IN)	like
POprc522_15:14	everybody	NN(NN)	everybody
POprc522_15:15	in	IN(IN)	in
POprc522_15:16	the	DT(DT)	the
POprc522_15:17	er	UH(UH)	er
POprc522_15:18	_0	PA(PA)	
POprc522_15:19	meeting	VVG(NN)	meet/meeting
POprc522_15:20	played	VVD(VVD)	play
POprc522_15:21	a	DT(DT)	a
POprc522_15:22	very	RB(RB)	very
POprc522_15:23	constructive	JJ(JJ)	constructive
POprc522_15:24	role	NN(NN)	role
POprc522_15:25	_0	PA(PA)	
POprc522_15:26	and	CC(CC)	and
POprc522_15:27	i	PP(PP)	i
POprc522_15:28	have	VHP(VHP)	have
POprc522_15:29	to	TO(TO)	to
POprc522_15:30	say	VV(VV)	say
POprc522_15:31	that	IN(IN)	that
POprc522_15:32	i	PP(PP)	i
POprc522_15:33	would	MD(MD)	will
POprc522_15:34	have	VH(VH)	have
POprc522_15:35	been	VBN(VBN)	be
POprc522_15:36	_0	PA(PA)	
POprc522_15:37	rather	RB(RB)	rather
POprc522_15:38	confused	JJ(JJ)	confused
POprc522_15:39	myself	PP(PP)	i
POprc522_15:40	had	VHD(VHD)	have
POprc522_15:41	i	PP(PP)	i
POprc522_15:42	_0	PA(PA)	
POprc522_15:43	er	UH(UH)	er
POprc522_15:44	_0	PA(PA)	
POprc522_15:45	come	VVN(VVN)	come
POprc522_15:46	to	IN(IN)	to
POprc522_15:47	the	DT(DT)	the
POprc522_15:48	er	UH(UH)	er
POprc522_15:49	meeting	VVG(NN)	meet/meeting
POprc522_15:50	_0	PA(PA)	
POprc522_15:51	only	RB(RB)	only
POprc522_15:52	reading	VVG(VVG)	read
POprc522_15:53	press	NN(NN)	press
POprc522_15:54	reports	NNS(NNS)	report
POprc522_15:55	er	UH(UH)	er
POprc522_15:56	_0	PA(PA)	
POprc522_15:57	prior	JJ(JJ)	prior
POprc522_15:58	press	NN(NN)	press
POprc522_15:59	reports	NNS(NNS)	report
POprc522_15:60	_0	PA(PA)	
POprc522_15:61	er	UH(UH)	er
POprc522_15:62	and	CC(CC)	and
POprc522_15:63	er	UH(UH)	er
POprc522_15:64	i	PP(PP)	i
POprc522_15:65	did	VVD(VVD)	do
POprc522_15:66	n't	RB(RB)	not
POprc522_15:67	find	VV(VV)	find
POprc522_15:68	any	DT(DT)	any
POprc522_15:69	_0	PA(PA)	
POprc522_15:70	confusion	NN(NN)	confusion
POprc522_15:71	among	IN(IN)	among
POprc522_15:72	the	DT(DT)	the
POprc522_15:73	er	UH(UH)	er
POprc522_15:74	er	UH(UH)	er
POprc522_15:75	council	NN(NN)	council
POprc522_15:76	members	NNS(NNS)	member
POprc522_15:77	_0	PA(PA)	
POprc522_15:78	er	UH(UH)	er
POprc522_15:79	of	IN(IN)	of
POprc522_15:80	which	PRE(PRE)	which
POprc522_15:81	a	DT(DT)	a
POprc522_15:82	a	DT(DT)	a
POprc522_15:83	er	UH(UH)	er
POprc522_15:84	_0	PA(PA)	
POprc522_15:85	perhaps	RB(RB)	perhaps
POprc522_15:86	the	DT(DT)	the
POprc522_15:87	majority	NN(NN)	majority
POprc522_15:88	of	IN(IN)	of
POprc522_15:89	which	PRE(PRE)	which
POprc522_15:90	i	PP(PP)	i
POprc522_15:91	had	VHD(VHD)	have
POprc522_15:92	also	RB(RB)	also
POprc522_15:93	hh	BR(BR)	
POprc522_15:94	the	DT(DT)	the
POprc522_15:95	opportunity	NN(NN)	opportunity
POprc522_15:96	to	TO(TO)	to
POprc522_15:97	talk	VV(VV)	talk
POprc522_15:98	on	IN(IN)	on
POprc522_15:99	the	DT(DT)	the
POprc522_15:100	telephone	NN(NN)	telephone
POprc522_15:101	er	UH(UH)	er
POprc522_15:102	on	IN(IN)	on
POprc522_15:103	during	IN(IN)	during
POprc522_15:104	er	UH(UH)	er
POprc522_15:105	_0	PA(PA)	
POprc522_15:106	during	IN(IN)	during
POprc522_15:107	the	DT(DT)	the
POprc522_15:108	previous	JJ(JJ)	previous
POprc522_15:109	days	NNS(NNS)	day
POprc522_15:110	hh	BR(BR)	
POprc522_15:111	so	DM(DM)	so
POprc522_15:112	we	PP(PP)	we
POprc522_15:113	have	VHP(VHP)	have
POprc522_15:114	been	VBN(VBN)	be
POprc522_15:115	intensively	RB(RB)	intensively
POprc522_15:116	er	UH(UH)	er
POprc522_15:117	keeping	VVG(VVG)	keep
POprc522_15:118	contact	NN(NN)	contact
POprc522_15:119	er	UH(UH)	er
POprc522_15:120	with	IN(IN)	with
POprc522_15:121	with	IN(IN)	with
POprc522_15:122	everyone	NN(NN)	everyone
POprc522_15:123	_0	PA(PA)	
POprc522_15:124	it	PP(PP)	it
POprc522_15:125	is	VBZ(VBZ)	be
POprc522_15:126	true	JJ(JJ)	true
POprc522_15:127	as	IN(IN)	as
POprc522_15:128	i	PP(PP)	i
POprc522_15:129	mentioned	VVD(VVD)	mention
POprc522_15:130	_0	PA(PA)	
POprc522_15:131	that	IN(IN)	that
POprc522_15:132	er	UH(UH)	er
POprc522_15:133	when	WRB(WRB)	when
POprc522_15:134	we	PP(PP)	we
POprc522_15:135	called	VVD(VVD)	call
POprc522_15:136	for	IN(IN)	for
POprc522_15:137	the	DT(DT)	the
POprc522_15:138	meeting	VVG(NN)	meet/meeting
POprc522_15:139	a	DT(DT)	a
POprc522_15:140	week	NN(NN)	week
POprc522_15:141	ago	RB(RB)	ago
POprc522_15:142	_0	PA(PA)	
POprc522_15:143	at	IN(IN)	at
POprc522_15:144	that	DT(DT)	that
POprc522_15:145	point	NN(NN)	point
POprc522_15:146	we	PP(PP)	we
POprc522_15:147	did	VVD(VVD)	do
POprc522_15:148	not	RB(RB)	not
POprc522_15:149	y-	XX(XX)	
POprc522_15:150	er	UH(UH)	er
POprc522_15:151	necessarily	RB(RB)	necessarily
POprc522_15:152	see	VV(VV)	see
POprc522_15:153	the	DT(DT)	the
POprc522_15:154	need	NN(NN)	need
POprc522_15:155	for	IN(IN)	for
POprc522_15:156	new	JJ(JJ)	new
POprc522_15:157	conclusions	NNS(NNS)	conclusion
POprc522_15:158	but	CC(CC)	but
POprc522_15:159	as	IN(IN)	as
POprc522_15:160	_0	PA(PA)	
POprc522_15:161	indicated	VVD(VVD)	indicate
POprc522_15:162	hh	BR(BR)	
POprc522_15:163	er	UH(UH)	er
POprc522_15:164	the	DT(DT)	the
POprc522_15:165	_0	PA(PA)	
POprc522_15:166	events	NNS(NNS)	event
POprc522_15:167	in	IN(IN)	in
POprc522_15:168	the	DT(DT)	the
POprc522_15:169	week	NN(NN)	week
POprc522_15:170	and	CC(CC)	and
POprc522_15:171	er	UH(UH)	er
POprc522_15:172	er	UH(UH)	er
POprc522_15:173	_0	PA(PA)	
POprc522_15:174	surely	RB(RB)	surely
POprc522_15:175	show	VVP(VVP)	show
POprc522_15:176	that	IN(IN)	that
POprc522_15:177	these	DT(DT)	these
POprc522_15:178	were	VBD(VBD)	be
POprc522_15:179	needed	VVN(VVN)	need
POprc522_15:180	and	CC(CC)	and
POprc522_15:181	everybody	NN(NN)	everybody
POprc522_15:182	agreed	VVD(VVD)	agree
POprc522_15:183	that	DT(DT)	that
POprc522_15:184	nobody	NN(NN)	nobody
POprc522_15:185	questioned	VVD(VVD)	question
POprc522_15:186	_0	PA(PA)	
POprc522_15:187	should	MD(MD)	shall
POprc522_15:188	we	PP(PP)	we
POprc522_15:189	have	VH(VH)	have
POprc522_15:190	conclusions	NNS(NNS)	conclusion
POprc522_15:191	or	CC(CC)	or
POprc522_15:192	not	RB(RB)	not
POprc522_15:193	_1	PA(PA)	
POprc522_15:194	and	CC(CC)	and
POprc522_15:195	as	IN(IN)	as
POprc522_15:196	for	IN(IN)	for
POprc522_15:197	er	UH(UH)	er
POprc522_15:198	may	MD(MD)	may
POprc522_15:199	i	PP(PP)	i
POprc522_15:200	also	RB(RB)	also
POprc522_15:201	comment	VV(VV)	comment
POprc522_15:202	on	IN(IN)	on
POprc522_15:203	on	IN(IN)	on
POprc522_15:204	the	DT(DT)	the
POprc522_15:205	hezbollah	NP(NP)	hezbollah
POprc522_15:206	_0	PA(PA)	
POprc522_15:207	terrorist	NN(NN)	terrorist
POprc522_15:208	list	NN(NN)	list
POprc522_15:209	issue	NN(NN)	issue
POprc522_15:210	_0	PA(PA)	
POprc522_15:211	er	UH(UH)	er
POprc522_15:212	given	VVN(VVN)	give
POprc522_15:213	the	DT(DT)	the
POprc522_15:214	_0	PA(PA)	
POprc522_15:215	sensitive	JJ(JJ)	sensitive
POprc522_15:216	situation	NN(NN)	situation
POprc522_15:217	where	WRB(WRB)	where
POprc522_15:218	we	PP(PP)	we
POprc522_15:219	are	VBP(VBP)	be
POprc522_15:220	i	PP(PP)	i
POprc522_15:221	do	VVP(VVP)	do
POprc522_15:222	n't	RB(RB)	not
POprc522_15:223	think	VV(VV)	think
POprc522_15:224	this	DT(DT)	this
POprc522_15:225	is	VBZ(VBZ)	be
POprc522_15:226	something	NN(NN)	something
POprc522_15:227	that	PRE(PRE)	that
POprc522_15:228	we	PP(PP)	we
POprc522_15:229	will	MD(MD)	will
POprc522_15:230	_0	PA(PA)	
POprc522_15:231	er	UH(UH)	er
POprc522_15:232	be	VB(VB)	be
POprc522_15:233	acting	VVG(VVG)	act
POprc522_15:234	now	RB(RB)	now
POprc522_15:235	_0	PA(PA)	
POprc522_15:236	but	CC(CC)	but
POprc522_15:237	it	PP(PP)	it
POprc522_15:238	is	VBZ(VBZ)	be
POprc522_15:239	_0	PA(PA)	
POprc522_15:240	can	MD(MD)	can
POprc522_15:241	be	VB(VB)	be
POprc522_15:242	then	RB(RB)	then
POprc522_15:243	_0	PA(PA)	
POprc522_15:244	later	RBR(RBR)	late
POprc522_15:245	on	RP(RP)	on
POprc522_15:246	when	WRB(WRB)	when
POprc522_15:247	we	PP(PP)	we
POprc522_15:248	_0	PA(PA)	
POprc522_15:249	see	VVP(VVP)	see
POprc522_15:250	what	WP(WP)	what
POprc522_15:251	the	DT(DT)	the
POprc522_15:252	outcome	NN(NN)	outcome
POprc522_15:253	of	IN(IN)	of
POprc522_15:254	the	DT(DT)	the
POprc522_15:255	_0	PA(PA)	
POprc522_15:256	o-	XX(XX)	
POprc522_15:257	if	IN(IN)	if
POprc522_15:258	_0	PA(PA)	
POprc522_15:259	out-	XX(XX)	
POprc522_15:260	if	IN(IN)	if
POprc522_15:261	that	DT(DT)	that
POprc522_15:262	is	VBZ(VBZ)	be
POprc522_15:263	an	DT(DT)	a
POprc522_15:264	outcome	NN(NN)	outcome
POprc522_15:265	_0	PA(PA)	
POprc522_15:266	and	CC(CC)	and
POprc522_15:267	there	RB(RB)	there
POprc522_15:268	surely	RB(RB)	surely
POprc522_15:269	must	MD(MD)	must
POprc522_15:270	be	VB(VB)	be
POprc522_15:271	an	DT(DT)	a
POprc522_15:272	outcome	NN(NN)	outcome
POprc522_15:273	of	IN(IN)	of
POprc522_15:274	the	DT(DT)	the
POprc522_15:275	political	JJ(JJ)	political
POprc522_15:276	agreement	NN(NN)	agreement
POprc522_15:277	hh	BR(BR)	
POprc522_15:278	to	IN(IN)	to
POprc522_15:279	which	PRE(PRE)	which
POprc522_15:280	er	UH(UH)	er
POprc522_15:281	everybody	NN(NN)	everybody
POprc522_15:282	in	IN(IN)	in
POprc522_15:283	lebanon	NP(NP)	lebanon
POprc522_15:284	_0	PA(PA)	
POprc522_15:285	should	MD(MD)	shall
POprc522_15:286	be	VB(VB)	be
POprc522_15:287	a	DT(DT)	a
POprc522_15:288	party	NN(NN)	party
POprc522_15:289	to	IN(IN)	to
POprc522_15:290	_3	PA(PA)	

POprc522_16:1	xx	UNI(UNI)	
POprc522_16:2	s_us	NP(NP)	s_us
POprc522_16:3	_0	PA(PA)	
POprc522_16:4	s_us	NP(NP)	s_us
POprc522_16:5	_0	PA(PA)	
POprc522_16:6	wha-	XX(XX)	
POprc522_16:7	what	WDT(WDT)	what
POprc522_16:8	_0	PA(PA)	
POprc522_16:9	signal	NN(NN)	signal
POprc522_16:10	you	PP(PP)	you
POprc522_16:11	think	VVP(VVP)	think
POprc522_16:12	this	DT(DT)	this
POprc522_16:13	sends	VVZ(VVZ)	send
POprc522_16:14	to	IN(IN)	to
POprc522_16:15	you	PP(PP)	you
POprc522_16:16	_0	PA(PA)	

POprc522_17:1	er	UH(UH)	er
POprc522_17:2	erm	UH(UH)	erm
POprc522_17:3	_0	PA(PA)	
POprc522_17:4	we	PP(PP)	we
POprc522_17:5	will	MD(MD)	will
POprc522_17:6	of	RB(RB)	of
POprc522_17:7	course	RB(RB)	course
