PBpan25_1:1	good	FI(FI)	good
PBpan25_3:598	serving	VVG(VVG)	serve
PBpan25_3:599	as	IN(IN)	as
PBpan25_3:600	governor	NN(NN)	governor
PBpan25_3:601	of	IN(IN)	of
PBpan25_3:602	the	DT(DT)	the
PBpan25_3:603	a_[org1]	NP(NP)	
PBpan25_3:604	_1	PA(PA)	
PBpan25_3:605	last	RB(RB)	last
PBpan25_3:606	but	CC(CC)	but
PBpan25_3:607	not	RB(RB)	not
PBpan25_3:608	least	RB(RB)	least
PBpan25_3:609	a_[S8]-	XX(XX)	
PBpan25_3:610	a_[S8]	NP(NP)	
PBpan25_3:611	a_[S8/last]	NP(NP)	
PBpan25_3:612	who	PRE(PRE)	who
PBpan25_3:613	is	VBZ(VBZ)	be
PBpan25_3:614	er	UH(UH)	er
PBpan25_3:615	studied	VVD(VVD)	study
PBpan25_3:616	and	CC(CC)	and
PBpan25_3:617	gained	VVD(VVD)	gain
PBpan25_3:618	his	PP$(PP$)	he
PBpan25_3:619	er	UH(UH)	er
PBpan25_3:620	_0	PA(PA)	
PBpan25_3:621	er	UH(UH)	er
PBpan25_3:622	degree	NN(NN)	degree
PBpan25_3:623	from	IN(IN)	from
PBpan25_3:624	the	DT(DT)	the
PBpan25_3:625	university	NN(NN)	university
PBpan25_3:626	of	IN(IN)	of
PBpan25_3:627	xx	UNI(UNI)	
PBpan25_3:628	_0	PA(PA)	
PBpan25_3:629	he	PP(PP)	he
PBpan25_3:630	also	RB(RB)	also
PBpan25_3:631	studied	VVD(VVD)	study
PBpan25_3:632	extensively	RB(RB)	extensively
PBpan25_3:633	abroad	RB(RB)	abroad
PBpan25_3:634	_0	PA(PA)	
PBpan25_3:635	and	CC(CC)	and
PBpan25_3:636	also	RB(RB)	also
PBpan25_3:637	lectured	VVD(VVD)	lecture
PBpan25_3:638	extensively	RB(RB)	extensively
PBpan25_3:639	abroad	RB(RB)	abroad
PBpan25_3:640	_0	PA(PA)	
PBpan25_3:641	both	CC(CC)	both
PBpan25_3:642	in	IN(IN)	in
PBpan25_3:643	the	DT(DT)	the
PBpan25_3:644	s_us	NP(NP)	s_us
PBpan25_3:645	and	CC(CC)	and
PBpan25_3:646	france	NP(NP)	france
PBpan25_3:647	_0	PA(PA)	
PBpan25_3:648	er	UH(UH)	er
PBpan25_3:649	and	CC(CC)	and
PBpan25_3:650	er	UH(UH)	er
PBpan25_3:651	in	IN(IN)	in
PBpan25_3:652	german	NP(NP)	german
PBpan25_3:653	he	PP(PP)	he
PBpan25_3:654	was	VBD(VBD)	be
PBpan25_3:655	also	RB(RB)	also
PBpan25_3:656	a	DT(DT)	a
PBpan25_3:657	visiting	JJ(JJ)	visiting
PBpan25_3:658	lecturer	NN(NN)	lecturer
PBpan25_3:659	in	IN(IN)	in
PBpan25_3:660	germany	NP(NP)	germany
PBpan25_3:661	as	RB(RB)	as
PBpan25_3:662	well	RB(RB)	well
PBpan25_3:663	_0	PA(PA)	
PBpan25_3:664	er	UH(UH)	er
PBpan25_3:665	he	PP(PP)	he
PBpan25_3:666	was	VBD(VBD)	be
PBpan25_3:667	er	UH(UH)	er
PBpan25_3:668	collaborator	NN(NN)	collaborator
PBpan25_3:669	assistant	NN(NN)	assistant
PBpan25_3:670	adviser	NN(NN)	adviser
PBpan25_3:671	of	IN(IN)	of
PBpan25_3:672	the	DT(DT)	the
PBpan25_3:673	s_iro	NP(NP)	s_iro
PBpan25_3:674	and	CC(CC)	and
PBpan25_3:675	the	DT(DT)	the
PBpan25_3:676	european	JJ(JJ)	european
PBpan25_3:677	comm-	XX(XX)	
PBpan25_3:678	er	UH(UH)	er
PBpan25_3:679	commission	NN(NN)	commission
PBpan25_3:680	as	RB(RB)	as
PBpan25_3:681	well	RB(RB)	well
PBpan25_3:682	_0	PA(PA)	
PBpan25_3:683	er	UH(UH)	er
PBpan25_3:684	he	PP(PP)	he
PBpan25_3:685	joined	VVD(VVD)	join
PBpan25_3:686	the	DT(DT)	the
PBpan25_3:687	a_[org1]	NP(NP)	
PBpan25_3:688	of	IN(IN)	of
PBpan25_3:689	er	UH(UH)	er
PBpan25_3:690	_0	PA(PA)	
PBpan25_3:691	a_[place14]	NP(NP)	
PBpan25_3:692	in	IN(IN)	in
PBpan25_3:693	nineteen	CD(CD)	nineteen
PBpan25_3:694	ninety-seven	CD(CD)	ninety-seven
PBpan25_3:695	_0	PA(PA)	
PBpan25_3:696	as	IN(IN)	as
PBpan25_3:697	head	NN(NN)	head
PBpan25_3:698	of	IN(IN)	of
PBpan25_3:699	the	DT(DT)	the
PBpan25_3:700	research	NN(NN)	research
PBpan25_3:701	and	CC(CC)	and
PBpan25_3:702	since	IN(IN)	since
PBpan25_3:703	then	RB(RB)	then
PBpan25_3:704	er	UH(UH)	er
PBpan25_3:705	in	IN(IN)	in
PBpan25_3:706	nineteen	CD(CD)	nineteen
PBpan25_3:707	in	IN(IN)	in
PBpan25_3:708	er	UH(UH)	er
PBpan25_3:709	he	PP(PP)	he
PBpan25_3:710	's	VHS(VHS)	have
PBpan25_3:711	been	VBN(VBN)	be
PBpan25_3:712	er	UH(UH)	er
PBpan25_3:713	_0	PA(PA)	
PBpan25_3:714	promoted	VVN(VVN)	promote
PBpan25_3:715	to	TO(TO)	to
PBpan25_3:716	become	VV(VV)	become
PBpan25_3:717	the	DT(DT)	the
PBpan25_3:718	p_vice-governor	PVC(NN)	
PBpan25_3:719	of	IN(IN)	of
PBpan25_3:720	the	DT(DT)	the
PBpan25_3:721	a_[org1]	NP(NP)	
PBpan25_3:722	of	IN(IN)	of
PBpan25_3:723	a_[place14]	NP(NP)	
PBpan25_3:724	_0	PA(PA)	
PBpan25_3:725	he	PP(PP)	he
PBpan25_3:726	's	VBS(VBS)	be
PBpan25_3:727	also	RB(RB)	also
PBpan25_3:728	a	DT(DT)	a
PBpan25_3:729	professor	NN(NN)	professor
PBpan25_3:730	xx	UNI(UNI)	
PBpan25_3:731	academic	NN(NN)	academic
PBpan25_3:732	_0	PA(PA)	
PBpan25_3:733	so	DM(DM)	so
PBpan25_3:734	as	IN(IN)	as
PBpan25_3:735	you	PP(PP)	you
PBpan25_3:736	could	MD(MD)	can
PBpan25_3:737	er	UH(UH)	er
PBpan25_3:738	recognize	VV(VV)	recognize
PBpan25_3:739	we	PP(PP)	we
PBpan25_3:740	have	VHP(VHP)	have
PBpan25_3:741	a	DT(DT)	a
PBpan25_3:742	really	RB(RB)	really
PBpan25_3:743	very	RB(RB)	very
PBpan25_3:744	distinguished	JJ(JJ)	distinguished
PBpan25_3:745	panel	NN(NN)	panel
PBpan25_3:746	_1	PA(PA)	
PBpan25_3:747	for	IN(IN)	for
PBpan25_3:748	this	DT(DT)	this
PBpan25_3:749	morning	NN(NN)	morning
PBpan25_3:750	we	PP(PP)	we
PBpan25_3:751	have	VHP(VHP)	have
PBpan25_3:752	er	UH(UH)	er
PBpan25_3:753	_0	PA(PA)	
PBpan25_3:754	er	UH(UH)	er
PBpan25_3:755	_0	PA(PA)	
PBpan25_3:756	we	PP(PP)	we
PBpan25_3:757	have	VHP(VHP)	have
PBpan25_3:758	er	UH(UH)	er
PBpan25_3:759	several	JJ(JJ)	several
PBpan25_3:760	issues	NNS(NNS)	issue
PBpan25_3:761	several	JJ(JJ)	several
PBpan25_3:762	topics	NNS(NNS)	topic
PBpan25_3:763	to	TO(TO)	to
PBpan25_3:764	be	VB(VB)	be
PBpan25_3:765	discussed	VVN(VVN)	discuss
PBpan25_3:766	_0	PA(PA)	
PBpan25_3:767	er	UH(UH)	er
PBpan25_3:768	_1	PA(PA)	
PBpan25_3:769	obviously	RB(RB)	obviously
PBpan25_3:770	er	UH(UH)	er
PBpan25_3:771	since	IN(IN)	since
PBpan25_3:772	the	DT(DT)	the
PBpan25_3:773	time	NN(NN)	time
PBpan25_3:774	limit	NN(NN)	limit
PBpan25_3:775	er	UH(UH)	er
PBpan25_3:776	creates	VVZ(VVZ)	create
PBpan25_3:777	the	DT(DT)	the
PBpan25_3:778	framework	NN(NN)	framework
PBpan25_3:779	_0	PA(PA)	
PBpan25_3:780	we	PP(PP)	we
PBpan25_3:781	have	VHP(VHP)	have
PBpan25_3:782	to	TO(TO)	to
PBpan25_3:783	pick	VV(VV)	pick
PBpan25_3:784	up	RP(RP)	up
PBpan25_3:785	a	DT(DT)	a
PBpan25_3:786	few	JJ(JJ)	few
PBpan25_3:787	and	CC(CC)	and
PBpan25_3:788	i	PP(PP)	i
PBpan25_3:789	'd	MD(MD)	will
PBpan25_3:790	like	VV(VV)	like
PBpan25_3:791	to	TO(TO)	to
PBpan25_3:792	address	VV(VV)	address
PBpan25_3:793	a	DT(DT)	a
PBpan25_3:794	few	JJ(JJ)	few
PBpan25_3:795	issues	NNS(NNS)	issue
PBpan25_3:796	today	RB(RB)	today
PBpan25_3:797	with	IN(IN)	with
PBpan25_3:798	the	DT(DT)	the
PBpan25_3:799	participants	NNS(NNS)	participant
PBpan25_3:800	_0	PA(PA)	
PBpan25_3:801	and	CC(CC)	and
PBpan25_3:802	then	RB(RB)	then
PBpan25_3:803	we	PP(PP)	we
PBpan25_3:804	would	MD(MD)	will
PBpan25_3:805	like	VV(VV)	like
PBpan25_3:806	to	TO(TO)	to
PBpan25_3:807	provide	VV(VV)	provide
PBpan25_3:808	the	DT(DT)	the
PBpan25_3:809	opportunity	NN(NN)	opportunity
PBpan25_3:810	for	IN(IN)	for
PBpan25_3:811	you	PP(PP)	you
PBpan25_3:812	and	CC(CC)	and
PBpan25_3:813	me	PP(PP)	i
PBpan25_3:814	as	RB(RB)	as
PBpan25_3:815	well	RB(RB)	well
PBpan25_3:816	_0	PA(PA)	
PBpan25_3:817	er	UH(UH)	er
PBpan25_3:818	in	IN(IN)	in
PBpan25_3:819	order	IN(IN)	order
PBpan25_3:820	to	IN(IN)	to
PBpan25_3:821	be	VB(VB)	be
PBpan25_3:822	er	UH(UH)	er
PBpan25_3:823	er	UH(UH)	er
PBpan25_3:824	really	RB(RB)	really
PBpan25_3:825	interactive	JJ(JJ)	interactive
PBpan25_3:826	_1	PA(PA)	
PBpan25_3:827	er	UH(UH)	er
PBpan25_3:828	there	EX(EX)	there
PBpan25_3:829	are	VBP(VBP)	be
PBpan25_3:830	a	DT(DT)	a
PBpan25_3:831	series	NNS(NNS)	series
PBpan25_3:832	of	IN(IN)	of
PBpan25_3:833	questions	NNS(NNS)	question
PBpan25_3:834	er	UH(UH)	er
PBpan25_3:835	to	TO(TO)	to
PBpan25_3:836	be	VB(VB)	be
PBpan25_3:837	discussed	VVN(VVN)	discuss
PBpan25_3:838	which	PRE(PRE)	which
PBpan25_3:839	might	MD(MD)	may
PBpan25_3:840	be	VB(VB)	be
PBpan25_3:841	of	IN(IN)	of
PBpan25_3:842	interest	NN(NN)	interest
PBpan25_3:843	_0	PA(PA)	
PBpan25_3:844	for	IN(IN)	for
PBpan25_3:845	the	DT(DT)	the
PBpan25_3:846	audience	NN(NN)	audience
PBpan25_3:847	_0	PA(PA)	
PBpan25_3:848	and	CC(CC)	and
PBpan25_3:849	er	UH(UH)	er
PBpan25_3:850	of	RB(RB)	of
PBpan25_3:851	course	RB(RB)	course
PBpan25_3:852	for	IN(IN)	for
PBpan25_3:853	the	DT(DT)	the
PBpan25_3:854	for	IN(IN)	for
PBpan25_3:855	the	DT(DT)	the
PBpan25_3:856	participants	NNS(NNS)	participant
PBpan25_3:857	of	IN(IN)	of
PBpan25_3:858	the	DT(DT)	the
PBpan25_3:859	panel	NN(NN)	panel
PBpan25_3:860	as	RB(RB)	as
PBpan25_3:861	well	RB(RB)	well
PBpan25_3:862	_0	PA(PA)	
PBpan25_3:863	er	UH(UH)	er
PBpan25_3:864	there	EX(EX)	there
PBpan25_3:865	are	VBP(VBP)	be
PBpan25_3:866	er	UH(UH)	er
PBpan25_3:867	_1	PA(PA)	
PBpan25_3:868	really	RB(RB)	really
PBpan25_3:869	er	UH(UH)	er
PBpan25_3:870	heated	JJ(JJ)	heated
PBpan25_3:871	debate	NN(NN)	debate
PBpan25_3:872	on	IN(IN)	on
PBpan25_3:873	many	JJ(JJ)	many
PBpan25_3:874	areas	NNS(NNS)	area
PBpan25_3:875	er	UH(UH)	er
PBpan25_3:876	related	VVN(VVN)	relate
PBpan25_3:877	to	IN(IN)	to
PBpan25_3:878	the	DT(DT)	the
PBpan25_3:879	monetary	JJ(JJ)	monetary
PBpan25_3:880	policy	NN(NN)	policy
PBpan25_3:881	_0	PA(PA)	
PBpan25_3:882	to	IN(IN)	to
PBpan25_3:883	the	DT(DT)	the
PBpan25_3:884	role	NN(NN)	role
PBpan25_3:885	and	CC(CC)	and
PBpan25_3:886	the	DT(DT)	the
PBpan25_3:887	possibility	NN(NN)	possibility
PBpan25_3:888	of	IN(IN)	of
PBpan25_3:889	the	DT(DT)	the
PBpan25_3:890	central	NN(NN)	central
PBpan25_3:891	bank	NN(NN)	bank
PBpan25_3:892	_0	PA(PA)	
PBpan25_3:893	er	UH(UH)	er
PBpan25_3:894	to	IN(IN)	to
PBpan25_3:895	the	DT(DT)	the
PBpan25_3:896	er	UH(UH)	er
PBpan25_3:897	real	JJ(JJ)	real
PBpan25_3:898	er	UH(UH)	er
PBpan25_3:899	opportunities	NNS(NNS)	opportunity
PBpan25_3:900	of	IN(IN)	of
PBpan25_3:901	the	DT(DT)	the
PBpan25_3:902	_0	PA(PA)	
PBpan25_3:903	monetary	JJ(JJ)	monetary
PBpan25_3:904	policy	NN(NN)	policy
PBpan25_3:905	made	VVN(VVN)	make
PBpan25_3:906	for	IN(IN)	for
PBpan25_3:907	us	PP(PP)	we
PBpan25_3:908	_0	PA(PA)	
PBpan25_3:909	in	IN(IN)	in
PBpan25_3:910	advancing	VVG(VVG)	advance
PBpan25_3:911	sometimes	RB(RB)	sometimes
PBpan25_3:912	or	CC(CC)	or
PBpan25_3:913	setting	VVG(VVG)	set
PBpan25_3:914	the	DT(DT)	the
PBpan25_3:915	periods	NNS(NNS)	period
PBpan25_3:916	or	CC(CC)	or
PBpan25_3:917	weaknesses	NNS(NNS)	weakness
PBpan25_3:918	of	IN(IN)	of
PBpan25_3:919	the	DT(DT)	the
PBpan25_3:920	of	IN(IN)	of
PBpan25_3:921	the	DT(DT)	the
PBpan25_3:922	other	JJ(JJ)	other
PBpan25_3:923	side	NN(NN)	side
PBpan25_3:924	of	IN(IN)	of
PBpan25_3:925	the	DT(DT)	the
PBpan25_3:926	xx	UNI(UNI)	
PBpan25_3:927	policy	NN(NN)	policy
PBpan25_3:928	xx	UNI(UNI)	
PBpan25_3:929	the	DT(DT)	the
PBpan25_3:930	the	DT(DT)	the
PBpan25_3:931	fiscal	JJ(JJ)	fiscal
PBpan25_3:932	enhanced	JJ(JJ)	enhanced
PBpan25_3:933	policy	NN(NN)	policy
PBpan25_3:934	_0	PA(PA)	
PBpan25_3:935	er	UH(UH)	er
PBpan25_3:936	let	VV(VV)	let
PBpan25_3:937	me	PP(PP)	i
PBpan25_3:938	start	VV(VV)	start
PBpan25_3:939	er	UH(UH)	er
PBpan25_3:940	_0	PA(PA)	
PBpan25_3:941	the	DT(DT)	the
PBpan25_3:942	_0	PA(PA)	
PBpan25_3:943	the	DT(DT)	the
PBpan25_3:944	panel	NN(NN)	panel
PBpan25_3:945	by	IN(IN)	by
PBpan25_3:946	asking	VVG(VVG)	ask
PBpan25_3:947	er	UH(UH)	er
PBpan25_3:948	mister	NN(NN)	mister
PBpan25_3:949	a_[S2/last]	NP(NP)	
PBpan25_3:950	the	DT(DT)	the
PBpan25_3:951	deputy	NN(NN)	deputy
PBpan25_3:952	governor	NN(NN)	governor
PBpan25_3:953	of	IN(IN)	of
PBpan25_3:954	the	DT(DT)	the
PBpan25_3:955	a_[org1]	NP(NP)	
PBpan25_3:956	of	IN(IN)	of
PBpan25_3:957	a_[place1]	NP(NP)	
PBpan25_3:958	_0	PA(PA)	
PBpan25_3:959	er	UH(UH)	er
PBpan25_3:960	on	IN(IN)	on
PBpan25_3:961	the	DT(DT)	the
PBpan25_3:962	optimal	JJ(JJ)	optimal
PBpan25_3:963	adaptation	NN(NN)	adaptation
PBpan25_3:964	of	IN(IN)	of
PBpan25_3:965	the	DT(DT)	the
PBpan25_3:966	euro	NP(NP)	euro
PBpan25_3:967	_0	PA(PA)	
PBpan25_3:968	er	UH(UH)	er
PBpan25_3:969	before	IN(IN)	before
PBpan25_3:970	the	DT(DT)	the
PBpan25_3:971	end	NN(NN)	end
PBpan25_3:972	of	IN(IN)	of
PBpan25_3:973	this	DT(DT)	this
PBpan25_3:974	decade	NN(NN)	decade
PBpan25_3:975	_0	PA(PA)	
PBpan25_3:976	whether	IN(IN)	whether
PBpan25_3:977	_0	PA(PA)	
PBpan25_3:978	what	WP(WP)	what
PBpan25_3:979	are	VBP(VBP)	be
PBpan25_3:980	the	DT(DT)	the
PBpan25_3:981	pros	NNS(NNS)	pro
PBpan25_3:982	and	CC(CC)	and
PBpan25_3:983	cons	NNS(NNS)	con
PBpan25_3:984	of	IN(IN)	of
PBpan25_3:985	moving	VVG(VVG)	move
PBpan25_3:986	er	UH(UH)	er
PBpan25_3:987	fast	RB(RB)	fast
PBpan25_3:988	_0	PA(PA)	
PBpan25_3:989	or	CC(CC)	or
PBpan25_3:990	as	RB(RB)	as
PBpan25_3:991	fast	RB(RB)	fast
PBpan25_3:992	as	IN(IN)	as
PBpan25_3:993	it	PP(PP)	it
PBpan25_3:994	is	VBZ(VBZ)	be
PBpan25_3:995	possible	JJ(JJ)	possible
PBpan25_3:996	t-	XX(XX)	
PBpan25_3:997	towards	IN(IN)	towards
PBpan25_3:998	adopting	VVG(VVG)	adopt
PBpan25_3:999	the	DT(DT)	the
PBpan25_3:1000	euro	NP(NP)	euro
PBpan25_3:1001	_1	PA(PA)	

PBpan25_4:1	yes	RE(RE)	yes
PBpan25_4:2	thank	FI(FI)	thank
PBpan25_4:3	you	FI(FI)	you
PBpan25_4:4	a_[S1]	NP(NP)	
PBpan25_4:5	_0	PA(PA)	
PBpan25_4:6	i	PP(PP)	i
PBpan25_4:7	think	VVP(VVP)	think
PBpan25_4:8	erm	UH(UH)	erm
PBpan25_4:9	there	EX(EX)	there
PBpan25_4:10	is	VBZ(VBZ)	be
PBpan25_4:11	no	DT(DT)	no
PBpan25_4:12	single	JJ(JJ)	single
PBpan25_4:13	answer	NN(NN)	answer
PBpan25_4:14	to	IN(IN)	to
PBpan25_4:15	this	DT(DT)	this
PBpan25_4:16	er	UH(UH)	er
PBpan25_4:17	er	UH(UH)	er
PBpan25_4:18	_0	PA(PA)	
PBpan25_4:19	er	UH(UH)	er
PBpan25_4:20	question	NN(NN)	question
PBpan25_4:21	er	UH(UH)	er
PBpan25_4:22	for	IN(IN)	for
PBpan25_4:23	the	DT(DT)	the
PBpan25_4:24	whole	JJ(JJ)	whole
PBpan25_4:25	group	NN(NN)	group
PBpan25_4:26	er	UH(UH)	er
PBpan25_4:27	_0	PA(PA)	
PBpan25_4:28	because	IN(IN)	because
PBpan25_4:29	the	DT(DT)	the
PBpan25_4:30	countries	NNS(NNS)	country
PBpan25_4:31	are	VBP(VBP)	be
PBpan25_4:32	so	RB(RB)	so
PBpan25_4:33	different	JJ(JJ)	different
PBpan25_4:34	er	UH(UH)	er
PBpan25_4:35	in	IN(IN)	in
PBpan25_4:36	the	DT(DT)	the
PBpan25_4:37	_0	PA(PA)	
PBpan25_4:38	starting	VVG(NN)	start/starting
PBpan25_4:39	er	UH(UH)	er
PBpan25_4:40	position	NN(NN)	position
PBpan25_4:41	_0	PA(PA)	
PBpan25_4:42	so	DM(DM)	so
PBpan25_4:43	let	VV(VV)	let
PBpan25_4:44	me	PP(PP)	i
PBpan25_4:45	stick	VV(VV)	stick
PBpan25_4:46	to	IN(IN)	to
PBpan25_4:47	the	DT(DT)	the
PBpan25_4:48	case	NN(NN)	case
PBpan25_4:49	of	IN(IN)	of
PBpan25_4:50	a_[place1]	NP(NP)	
PBpan25_4:51	_0	PA(PA)	
PBpan25_4:52	erm	UH(UH)	erm
PBpan25_4:53	_0	PA(PA)	
PBpan25_4:54	the	DT(DT)	the
PBpan25_4:55	question	NN(NN)	question
PBpan25_4:56	is	VBZ(VBZ)	be
PBpan25_4:57	_0	PA(PA)	
PBpan25_4:58	as	IN(IN)	as
PBpan25_4:59	it	PP(PP)	it
PBpan25_4:60	was	VBD(VBD)	be
PBpan25_4:61	raised	VVN(VVN)	raise
PBpan25_4:62	in	IN(IN)	in
PBpan25_4:63	the	DT(DT)	the
PBpan25_4:64	erm	UH(UH)	erm
PBpan25_4:65	er	UH(UH)	er
PBpan25_4:66	agenda	NN(NN)	agenda
PBpan25_4:67	_0	PA(PA)	
PBpan25_4:68	is	VBZ(VBZ)	be
PBpan25_4:69	the	DT(DT)	the
PBpan25_4:70	aim	NN(NN)	aim
PBpan25_4:71	of	IN(IN)	of
PBpan25_4:72	adopting	VVG(VVG)	adopt
PBpan25_4:73	euro	NP(NP)	euro
PBpan25_4:74	before	IN(IN)	before
PBpan25_4:75	the	DT(DT)	the
PBpan25_4:76	end	NN(NN)	end
PBpan25_4:77	of	IN(IN)	of
PBpan25_4:78	the	DT(DT)	the
PBpan25_4:79	decade	NN(NN)	decade
PBpan25_4:80	the	DT(DT)	the
PBpan25_4:81	case	NN(NN)	case
PBpan25_4:82	_0	PA(PA)	
PBpan25_4:83	of	IN(IN)	of
PBpan25_4:84	too	RB(RB)	too
PBpan25_4:85	much	JJ(JJ)	much
PBpan25_4:86	too	RB(RB)	too
PBpan25_4:87	soon	RB(RB)	soon
PBpan25_4:88	_0	PA(PA)	
PBpan25_4:89	now	RB(RB)	now
PBpan25_4:90	er	UH(UH)	er
PBpan25_4:91	the	DT(DT)	the
PBpan25_4:92	hungarian	JJ(JJ)	hungarian
PBpan25_4:93	government	NN(NN)	government
PBpan25_4:94	set	VVD(VVD)	set
PBpan25_4:95	er	UH(UH)	er
PBpan25_4:96	two	CD(CD)	two
PBpan25_4:97	thousand	CD(CD)	thousand
PBpan25_4:98	ten	CD(CD)	ten
PBpan25_4:99	as	IN(IN)	as
PBpan25_4:100	a	DT(DT)	a
PBpan25_4:101	target	NN(NN)	target
PBpan25_4:102	date	NN(NN)	date
PBpan25_4:103	for	IN(IN)	for
PBpan25_4:104	adopting	VVG(VVG)	adopt
PBpan25_4:105	euro	NP(NP)	euro
PBpan25_4:106	_0	PA(PA)	
PBpan25_4:107	and	CC(CC)	and
PBpan25_4:108	that	DT(DT)	that
PBpan25_4:109	was	VBD(VBD)	be
PBpan25_4:110	announced	VVN(VVN)	announce
PBpan25_4:111	er	UH(UH)	er
PBpan25_4:112	in	IN(IN)	in
PBpan25_4:113	may	NP(NP)	may
PBpan25_4:114	two	CD(CD)	two
PBpan25_4:115	thousand	CD(CD)	thousand
PBpan25_4:116	four	CD(CD)	four
PBpan25_4:117	_0	PA(PA)	
PBpan25_4:118	confirmed	VVN(VVN)	confirm
PBpan25_4:119	in	IN(IN)	in
PBpan25_4:120	november	NP(NP)	november
PBpan25_4:121	_0	PA(PA)	
PBpan25_4:122	in	IN(IN)	in
PBpan25_4:123	er	UH(UH)	er
PBpan25_4:124	spite	NN(NN)	spite
PBpan25_4:125	of	IN(IN)	of
PBpan25_4:126	the	DT(DT)	the
PBpan25_4:127	size	NN(NN)	size
PBpan25_4:128	of	IN(IN)	of
PBpan25_4:129	xxxx	UNI(UNI)	
PBpan25_4:130	in	IN(IN)	in
PBpan25_4:131	the	DT(DT)	the
PBpan25_4:132	fiscal	JJ(JJ)	fiscal
PBpan25_4:133	convergen-	XX(XX)	
PBpan25_4:134	convergence	NN(NN)	convergence
PBpan25_4:135	er	UH(UH)	er
PBpan25_4:136	_0	PA(PA)	

PBpan25_6:1	erm	UH(UH)	erm
PBpan25_6:2	already	RB(RB)	already
PBpan25_6:3	this	DT(DT)	this
PBpan25_6:4	year	NN(NN)	year
PBpan25_6:5	_0	PA(PA)	
PBpan25_6:6	that	DT(DT)	that
PBpan25_6:7	er	UH(UH)	er
PBpan25_6:8	means	VVZ(VVZ)	mean
PBpan25_6:9	that	IN(IN)	that
PBpan25_6:10	the	DT(DT)	the
PBpan25_6:11	government	NN(NN)	government
PBpan25_6:12	er	UH(UH)	er
PBpan25_6:13	thinks	VVZ(VVZ)	think
PBpan25_6:14	both	CC(CC)	both
PBpan25_6:15	er	UH(UH)	er
PBpan25_6:16	desirable	JJ(JJ)	desirable
PBpan25_6:17	and	CC(CC)	and
PBpan25_6:18	feasible	JJ(JJ)	feasible
PBpan25_6:19	to	TO(TO)	to
PBpan25_6:20	adopt	VV(VV)	adopt
PBpan25_6:21	er	UH(UH)	er
PBpan25_6:22	euro	NP(NP)	euro
PBpan25_6:23	_0	PA(PA)	
PBpan25_6:24	as	RB(RB)	as
PBpan25_6:25	soon	RB(RB)	soon
PBpan25_6:26	as	IN(IN)	as
PBpan25_6:27	possible	JJ(JJ)	possible
PBpan25_6:28	_0	PA(PA)	
PBpan25_6:29	and	CC(CC)	and
PBpan25_6:30	the	DT(DT)	the
PBpan25_6:31	a_[org1]	NP(NP)	
PBpan25_6:32	_0	PA(PA)	
PBpan25_6:33	supports	VVZ(VVZ)	support
PBpan25_6:34	this	DT(DT)	this
PBpan25_6:35	goal	NN(NN)	goal
PBpan25_6:36	_0	PA(PA)	
PBpan25_6:37	in	IN(IN)	in
PBpan25_6:38	the	DT(DT)	the
PBpan25_6:39	convergence	NN(NN)	convergence
PBpan25_6:40	program	NN(NN)	program
PBpan25_6:41	there	EX(EX)	there
PBpan25_6:42	is	VBZ(VBZ)	be
PBpan25_6:43	a	DT(DT)	a
PBpan25_6:44	fiscal	NN(NN)	fiscal
PBpan25_6:45	consolidation	NN(NN)	consolidation
PBpan25_6:46	in	IN(IN)	in
PBpan25_6:47	magnitude	NN(NN)	magnitude
PBpan25_6:48	of	IN(IN)	of
PBpan25_6:49	_0	PA(PA)	
PBpan25_6:50	two	CD(CD)	two
PBpan25_6:51	point	NN(NN)	point
PBpan25_6:52	five	CD(CD)	five
PBpan25_6:53	per	NN(NN)	per
PBpan25_6:54	cent	NN(NN)	cent
PBpan25_6:55	of	IN(IN)	of
PBpan25_6:56	s_gdp	NN(NN)	s_gdp
PBpan25_6:57	foreseen	VVN(VVN)	foresee
PBpan25_6:58	until	IN(IN)	until
PBpan25_6:59	two	CD(CD)	two
PBpan25_6:60	thousand	CD(CD)	thousand
PBpan25_6:61	eight	CD(CD)	eight
PBpan25_6:62	_0	PA(PA)	
PBpan25_6:63	er	UH(UH)	er
PBpan25_6:64	joining	VVG(VVG)	join
PBpan25_6:65	before	IN(IN)	before
PBpan25_6:66	joining	VVG(VVG)	join
PBpan25_6:67	s_erm	NP(NP)	s_erm
PBpan25_6:68	two	CD(CD)	two
PBpan25_6:69	_0	PA(PA)	
PBpan25_6:70	and	CC(CC)	and
PBpan25_6:71	inflation	NN(NN)	inflation
PBpan25_6:72	should	MD(MD)	shall
PBpan25_6:73	come	VV(VV)	come
PBpan25_6:74	down	RB(RB)	down
PBpan25_6:75	_0	PA(PA)	
PBpan25_6:76	er	UH(UH)	er
PBpan25_6:77	from	IN(IN)	from
PBpan25_6:78	the	DT(DT)	the
PBpan25_6:79	current	JJ(JJ)	current
PBpan25_6:80	five	CD(CD)	five
PBpan25_6:81	point	NN(NN)	point
PBpan25_6:82	six	CD(CD)	six
PBpan25_6:83	per	NN(NN)	per
PBpan25_6:84	cent	NN(NN)	cent
PBpan25_6:85	er	UH(UH)	er
PBpan25_6:86	xxxxx	UNI(UNI)	
PBpan25_6:87	three	CD(CD)	three
PBpan25_6:88	per	NN(NN)	per
PBpan25_6:89	cent	NN(NN)	cent
PBpan25_6:90	by	IN(IN)	by
